open_time,open,high,low,close,volume,supertrend,direction,signal
2025-03-29 06:00:00+00:00,3100.88,3101.0,3092.06,3100.0,111.061,3125.581983336768,1,0
2025-03-29 07:00:00+00:00,3099.99,3102.45,3094.0,3094.7,108.605,3125.581983336768,1,0
2025-03-29 08:00:00+00:00,3094.91,3100.77,3094.0,3097.63,102.614,3125.581983336768,1,0
2025-03-29 09:00:00+00:00,3097.63,3105.42,3095.0,3100.68,135.619,3125.581983336768,1,0
2025-03-29 10:00:00+00:00,3100.8,3105.0,3098.78,3101.87,99.31,3125.581983336768,1,0
2025-03-29 11:00:00+00:00,3102.06,3104.9,3099.06,3104.89,174.05100000000002,3125.581983336768,1,0
2025-03-29 12:00:00+00:00,3104.89,3106.07,3101.79,3105.61,162.795,3125.581983336768,1,0
2025-03-29 13:00:00+00:00,3105.39,3116.25,3105.37,3110.53,438.413,3125.581983336768,1,0
2025-03-29 14:00:00+00:00,3110.84,3111.9,3106.09,3109.31,196.532,3125.581983336768,1,0
2025-03-29 15:00:00+00:00,3109.3,3111.89,3107.48,3110.76,134.036,3125.581983336768,1,0
2025-03-29 16:00:00+00:00,3110.24,3111.0,3103.0,3106.01,176.424,3125.581983336768,1,0
2025-03-29 17:00:00+00:00,3106.12,3111.85,3105.12,3109.68,134.47,3125.581983336768,1,0
2025-03-29 18:00:00+00:00,3109.86,3112.77,3108.42,3109.18,95.578,3125.581983336768,1,0
2025-03-29 19:00:00+00:00,3109.18,3111.45,3104.06,3110.53,127.904,3125.581983336768,1,0
2025-03-29 20:00:00+00:00,3110.53,3110.54,3105.1,3109.53,82.932,3125.581983336768,1,0
2025-03-29 21:00:00+00:00,3109.36,3113.0,3106.17,3106.17,81.483,3125.581983336768,1,0
2025-03-29 22:00:00+00:00,3106.18,3110.97,3105.4,3109.75,114.099,3125.581983336768,1,0
