trade_no,symbol,entry_time,exit_time,side,entry_price,exit_price,quantity,pnl_usd,fee_usd,net_pnl,result,balance_after
29,ETHUSDT,2024-01-23 15:14:00+00:00,2024-01-23 15:39:00+00:00,LONG,2216.82,2219.0368,22.554831,50.0,35.0,15.0,WIN,10435.0
30,ETHUSDT,2024-01-23 16:38:00+00:00,2024-01-23 18:58:00+00:00,SHORT,2193.87,2191.6761,22.790776,50.0,35.0,15.0,WIN,10450.0
31,ETHUSDT,2024-01-24 01:16:00+00:00,2024-01-24 01:17:00+00:00,SHORT,2234.02,2231.786,22.381178,50.0,35.0,15.0,WIN,10465.0
32,ETHUSDT,2024-01-24 08:43:00+00:00,2024-01-24 13:17:00+00:00,SHORT,2231.9,2229.6681,22.402437,50.0,35.0,15.0,WIN,10480.0
33,ETHUSDT,2024-01-24 14:42:00+00:00,2024-01-24 16:57:00+00:00,LONG,2241.37,2243.6114,22.307785,50.0,35.0,15.0,WIN,10495.0
34,ETHUSDT,2024-01-24 18:11:00+00:00,2024-01-24 18:11:00+00:00,SHORT,2224.99,2222.765,22.472011,50.0,35.0,15.0,WIN,10510.0
35,ETHUSDT,2024-01-24 20:11:00+00:00,2024-01-24 23:07:00+00:00,LONG,2222.97,2225.193,22.492431,50.0,35.0,15.0,WIN,10525.0
36,ETHUSDT,2024-01-25 03:29:00+00:00,2024-01-25 06:46:00+00:00,LONG,2220.0,2222.22,22.522523,50.0,35.0,15.0,WIN,10540.0
37,ETHUSDT,2024-01-25 10:41:00+00:00,2024-01-25 10:45:00+00:00,LONG,2233.11,2235.3431,22.390299,50.0,35.0,15.0,WIN,10555.0
38,ETHUSDT,2024-01-25 12:13:00+00:00,2024-01-25 12:14:00+00:00,SHORT,2227.79,2225.5622,22.443767,50.0,35.0,15.0,WIN,10570.0
39,ETHUSDT,2024-01-25 15:25:00+00:00,2024-01-25 15:25:00+00:00,SHORT,2202.35,2200.1476,22.703022,50.0,35.0,15.0,WIN,10585.0
40,ETHUSDT,2024-01-25 22:27:00+00:00,2024-01-26 00:17:00+00:00,SHORT,2214.5,2212.2855,22.57846,50.0,35.0,15.0,WIN,10600.0
41,ETHUSDT,2024-01-26 01:42:00+00:00,2024-01-26 01:45:00+00:00,LONG,2217.7,2219.9177,22.545881,50.0,35.0,15.0,WIN,10615.0
42,ETHUSDT,2024-01-26 03:30:00+00:00,2024-01-26 05:17:00+00:00,SHORT,2221.72,2219.4983,22.505086,50.0,35.0,15.0,WIN,10630.0
43,ETHUSDT,2024-01-26 08:35:00+00:00,2024-01-26 09:10:00+00:00,LONG,2210.88,2213.0909,22.615429,50.0,35.0,15.0,WIN,10645.0
44,ETHUSDT,2024-01-26 10:01:00+00:00,2024-08-05 01:10:00+00:00,SHORT,2206.99,2204.783,22.655291,50.0,35.0,15.0,WIN,10660.0
45,ETHUSDT,2024-08-05 02:41:00+00:00,2024-08-05 02:41:00+00:00,SHORT,2273.1,2270.8269,21.996393,50.0,35.0,15.0,WIN,10675.0
46,ETHUSDT,2024-08-05 05:07:00+00:00,2024-08-05 05:07:00+00:00,SHORT,2304.38,2302.0756,21.69781,50.0,35.0,15.0,WIN,10690.0
47,ETHUSDT,2024-08-05 07:25:00+00:00,2024-08-05 07:26:00+00:00,LONG,2326.02,2328.346,21.495946,50.0,35.0,15.0,WIN,10705.0
48,ETHUSDT,2024-08-05 08:47:00+00:00,2024-08-05 09:46:00+00:00,SHORT,2300.44,2298.1396,21.734972,50.0,35.0,15.0,WIN,10720.0
49,ETHUSDT,2024-08-05 11:56:00+00:00,2024-08-05 11:56:00+00:00,LONG,2294.25,2296.5442,21.793614,50.0,35.0,15.0,WIN,10735.0
50,ETHUSDT,2024-08-05 12:19:00+00:00,2024-08-05 12:19:00+00:00,SHORT,2239.71,2237.4703,22.324319,50.0,35.0,15.0,WIN,10750.0
51,ETHUSDT,2024-08-05 13:40:00+00:00,2024-08-05 13:45:00+00:00,LONG,2302.47,2304.7725,21.71581,50.0,35.0,15.0,WIN,10765.0
52,ETHUSDT,2024-08-05 20:09:00+00:00,2024-08-05 20:42:00+00:00,LONG,2436.0,2438.436,20.525452,50.0,35.0,15.0,WIN,10780.0
53,ETHUSDT,2024-08-05 23:49:00+00:00,2024-08-05 23:57:00+00:00,SHORT,2413.58,2411.1664,20.716115,50.0,35.0,15.0,WIN,10795.0
54,ETHUSDT,2024-08-06 00:16:00+00:00,2024-08-06 00:16:00+00:00,LONG,2479.28,2481.7593,20.167145,50.0,35.0,15.0,WIN,10810.0
55,ETHUSDT,2024-08-06 07:15:00+00:00,2024-08-06 07:25:00+00:00,SHORT,2497.21,2494.7128,20.022345,50.0,35.0,15.0,WIN,10825.0
56,ETHUSDT,2024-08-06 10:30:00+00:00,2024-08-06 10:30:00+00:00,LONG,2462.51,2464.9725,20.304486,50.0,35.0,15.0,WIN,10840.0
57,ETHUSDT,2024-08-06 11:20:00+00:00,2024-08-06 11:26:00+00:00,SHORT,2447.69,2445.2423,20.427423,50.0,35.0,15.0,WIN,10855.0
58,ETHUSDT,2024-08-06 11:44:00+00:00,2024-08-06 11:44:00+00:00,LONG,2461.18,2463.6412,20.315458,50.0,35.0,15.0,WIN,10870.0
59,ETHUSDT,2024-08-06 12:38:00+00:00,2024-08-06 12:38:00+00:00,SHORT,2447.68,2445.2323,20.427507,50.0,35.0,15.0,WIN,10885.0
60,ETHUSDT,2024-08-06 14:03:00+00:00,2024-08-06 14:04:00+00:00,LONG,2461.86,2464.3219,20.309847,50.0,35.0,15.0,WIN,10900.0
61,ETHUSDT,2024-08-06 15:39:00+00:00,2024-08-06 15:39:00+00:00,SHORT,2501.25,2498.7488,19.990005,50.0,35.0,15.0,WIN,10915.0
62,ETHUSDT,2024-08-06 16:43:00+00:00,2024-08-06 16:43:00+00:00,LONG,2528.49,2531.0185,19.774648,50.0,35.0,15.0,WIN,10930.0
63,ETHUSDT,2024-08-06 17:38:00+00:00,2024-08-06 17:38:00+00:00,SHORT,2514.64,2512.1254,19.883562,50.0,35.0,15.0,WIN,10945.0
64,ETHUSDT,2024-08-06 22:29:00+00:00,2024-08-06 23:31:00+00:00,SHORT,2457.89,2455.4321,20.342652,50.0,35.0,15.0,WIN,10960.0
65,ETHUSDT,2024-08-07 01:13:00+00:00,2024-08-07 14:16:00+00:00,SHORT,2429.94,2427.5101,20.57664,50.0,35.0,15.0,WIN,10975.0
66,ETHUSDT,2024-08-07 15:57:00+00:00,2024-08-07 15:57:00+00:00,LONG,2408.58,2410.9886,20.759119,50.0,35.0,15.0,WIN,10990.0
67,ETHUSDT,2024-08-07 16:33:00+00:00,2024-08-07 16:33:00+00:00,SHORT,2388.82,2386.4312,20.930836,50.0,35.0,15.0,WIN,11005.0
68,ETHUSDT,2024-08-07 17:11:00+00:00,2024-08-07 17:11:00+00:00,SHORT,2384.13,2381.7459,20.972011,50.0,35.0,15.0,WIN,11020.0
69,ETHUSDT,2024-08-07 20:09:00+00:00,2024-08-07 20:11:00+00:00,SHORT,2340.69,2338.3493,21.361223,50.0,35.0,15.0,WIN,11035.0
70,ETHUSDT,2024-08-07 20:22:00+00:00,2024-08-07 20:22:00+00:00,LONG,2358.08,2360.4381,21.203691,50.0,35.0,15.0,WIN,11050.0
71,ETHUSDT,2024-08-07 20:41:00+00:00,2024-08-07 20:41:00+00:00,SHORT,2343.64,2341.2964,21.334335,50.0,35.0,15.0,WIN,11065.0
72,ETHUSDT,2024-08-07 21:06:00+00:00,2024-08-07 21:06:00+00:00,LONG,2353.95,2356.3039,21.240893,50.0,35.0,15.0,WIN,11080.0
73,ETHUSDT,2024-08-07 22:24:00+00:00,2024-08-07 22:25:00+00:00,SHORT,2318.58,2316.2614,21.564923,50.0,35.0,15.0,WIN,11095.0
74,ETHUSDT,2024-08-08 00:22:00+00:00,2024-08-08 00:22:00+00:00,SHORT,2336.11,2333.7739,21.403102,50.0,35.0,15.0,WIN,11110.0
75,ETHUSDT,2024-08-08 00:57:00+00:00,2024-08-08 01:00:00+00:00,LONG,2352.31,2354.6623,21.255702,50.0,35.0,15.0,WIN,11125.0
76,ETHUSDT,2024-08-08 03:45:00+00:00,2024-08-08 03:49:00+00:00,SHORT,2443.54,2441.0965,20.462116,50.0,35.0,15.0,WIN,11140.0
77,ETHUSDT,2024-08-08 12:31:00+00:00,2024-08-08 12:31:00+00:00,LONG,2491.22,2493.7112,20.070488,50.0,35.0,15.0,WIN,11155.0
78,ETHUSDT,2024-08-08 13:50:00+00:00,2024-08-08 13:50:00+00:00,SHORT,2427.0,2424.573,20.601566,50.0,35.0,15.0,WIN,11170.0
79,ETHUSDT,2024-08-08 14:35:00+00:00,2024-08-08 14:36:00+00:00,LONG,2482.73,2485.2127,20.139121,50.0,35.0,15.0,WIN,11185.0
80,ETHUSDT,2024-08-08 18:50:00+00:00,2024-08-08 19:04:00+00:00,SHORT,2576.01,2573.434,19.409863,50.0,35.0,15.0,WIN,11200.0
81,ETHUSDT,2024-08-08 21:42:00+00:00,2024-08-08 21:42:00+00:00,LONG,2590.96,2593.551,19.297866,50.0,35.0,15.0,WIN,11215.0
82,ETHUSDT,2024-08-09 00:22:00+00:00,2024-08-09 00:24:00+00:00,SHORT,2676.08,2673.4039,18.684045,50.0,35.0,15.0,WIN,11230.0
83,ETHUSDT,2024-08-09 04:48:00+00:00,2024-08-09 04:51:00+00:00,SHORT,2670.09,2667.4199,18.725961,50.0,35.0,15.0,WIN,11245.0
84,ETHUSDT,2024-08-09 06:18:00+00:00,2024-08-09 06:24:00+00:00,LONG,2686.3,2688.9863,18.612962,50.0,35.0,15.0,WIN,11260.0
85,ETHUSDT,2024-08-09 07:43:00+00:00,2024-08-09 07:47:00+00:00,SHORT,2670.58,2667.9094,18.722525,50.0,35.0,15.0,WIN,11275.0
86,ETHUSDT,2024-08-09 09:49:00+00:00,2024-08-09 09:57:00+00:00,SHORT,2660.47,2657.8095,18.793672,50.0,35.0,15.0,WIN,11290.0
87,ETHUSDT,2024-08-09 12:26:00+00:00,2024-08-09 12:26:00+00:00,SHORT,2627.0,2624.373,19.033118,50.0,35.0,15.0,WIN,11305.0
88,ETHUSDT,2024-08-09 13:14:00+00:00,2024-08-09 13:14:00+00:00,SHORT,2618.53,2615.9115,19.094683,50.0,35.0,15.0,WIN,11320.0
89,ETHUSDT,2024-08-09 14:04:00+00:00,2024-08-09 14:05:00+00:00,LONG,2652.3,2654.9523,18.851563,50.0,35.0,15.0,WIN,11335.0
90,ETHUSDT,2024-08-09 16:54:00+00:00,2024-08-09 16:55:00+00:00,LONG,2589.76,2592.3498,19.306808,50.0,35.0,15.0,WIN,11350.0
91,ETHUSDT,2024-08-09 18:21:00+00:00,2024-08-09 18:24:00+00:00,SHORT,2579.24,2576.6608,19.385555,50.0,35.0,15.0,WIN,11365.0
92,ETHUSDT,2024-08-09 19:38:00+00:00,2024-08-09 20:16:00+00:00,LONG,2596.26,2598.8563,19.258472,50.0,35.0,15.0,WIN,11380.0
93,ETHUSDT,2024-08-09 21:02:00+00:00,2024-08-09 21:03:00+00:00,SHORT,2588.36,2585.7716,19.317251,50.0,35.0,15.0,WIN,11395.0
94,ETHUSDT,2024-08-09 22:03:00+00:00,2024-08-10 00:20:00+00:00,LONG,2609.1,2611.7091,19.163696,50.0,35.0,15.0,WIN,11410.0
95,ETHUSDT,2024-08-10 01:01:00+00:00,2024-08-11 20:04:00+00:00,SHORT,2580.97,2578.389,19.372561,50.0,35.0,15.0,WIN,11425.0
96,ETHUSDT,2024-08-11 21:48:00+00:00,2024-08-11 21:52:00+00:00,LONG,2571.48,2574.0515,19.444056,50.0,35.0,15.0,WIN,11440.0
97,ETHUSDT,2024-08-11 22:36:00+00:00,2024-08-11 22:36:00+00:00,SHORT,2548.56,2546.0114,19.618922,50.0,35.0,15.0,WIN,11455.0
98,ETHUSDT,2024-08-12 00:24:00+00:00,2024-08-12 00:24:00+00:00,SHORT,2552.68,2550.1273,19.587257,50.0,35.0,15.0,WIN,11470.0
99,ETHUSDT,2024-08-12 02:38:00+00:00,2024-08-12 02:40:00+00:00,SHORT,2536.89,2534.3531,19.709171,50.0,35.0,15.0,WIN,11485.0
100,ETHUSDT,2024-08-12 02:59:00+00:00,2024-08-12 03:01:00+00:00,LONG,2549.57,2552.1196,19.61115,50.0,35.0,15.0,WIN,11500.0
101,ETHUSDT,2024-08-12 03:09:00+00:00,2024-08-12 03:16:00+00:00,SHORT,2535.01,2532.475,19.723788,50.0,35.0,15.0,WIN,11515.0
102,ETHUSDT,2024-08-12 03:34:00+00:00,2024-08-12 04:44:00+00:00,LONG,2545.96,2548.506,19.638957,50.0,35.0,15.0,WIN,11530.0
103,ETHUSDT,2024-08-12 04:59:00+00:00,2024-08-12 05:47:00+00:00,SHORT,2537.94,2535.4021,19.701017,50.0,35.0,15.0,WIN,11545.0
104,ETHUSDT,2024-08-12 07:33:00+00:00,2024-08-12 07:33:00+00:00,LONG,2555.09,2557.6451,19.568782,50.0,35.0,15.0,WIN,11560.0
105,ETHUSDT,2024-08-12 09:03:00+00:00,2024-08-15 18:02:00+00:00,SHORT,2564.04,2561.476,19.500476,50.0,35.0,15.0,WIN,11575.0
106,ETHUSDT,2024-08-15 20:55:00+00:00,2024-08-15 20:55:00+00:00,SHORT,2531.01,2528.479,19.754959,50.0,35.0,15.0,WIN,11590.0
107,ETHUSDT,2024-08-15 21:02:00+00:00,2024-08-15 21:02:00+00:00,LONG,2550.36,2552.9104,19.605075,50.0,35.0,15.0,WIN,11605.0
108,ETHUSDT,2024-08-15 21:33:00+00:00,2024-08-15 21:35:00+00:00,LONG,2545.9,2548.4459,19.63942,50.0,35.0,15.0,WIN,11620.0
109,ETHUSDT,2024-08-15 23:57:00+00:00,2024-08-16 00:00:00+00:00,SHORT,2569.0,2566.431,19.462826,50.0,35.0,15.0,WIN,11635.0
110,ETHUSDT,2024-08-16 00:49:00+00:00,2024-08-16 02:29:00+00:00,LONG,2576.41,2578.9864,19.406849,50.0,35.0,15.0,WIN,11650.0
111,ETHUSDT,2024-08-16 02:32:00+00:00,2024-08-16 02:32:00+00:00,LONG,2597.02,2599.617,19.252836,50.0,35.0,15.0,WIN,11665.0
112,ETHUSDT,2024-08-16 03:58:00+00:00,2024-08-16 12:30:00+00:00,SHORT,2577.76,2575.1822,19.396685,50.0,35.0,15.0,WIN,11680.0
113,ETHUSDT,2024-08-16 13:39:00+00:00,2024-08-16 18:02:00+00:00,LONG,2613.72,2616.3337,19.129823,50.0,35.0,15.0,WIN,11695.0
114,ETHUSDT,2024-08-16 20:51:00+00:00,2024-08-16 20:53:00+00:00,SHORT,2612.3,2609.6877,19.140221,50.0,35.0,15.0,WIN,11710.0
115,ETHUSDT,2024-08-17 02:40:00+00:00,2024-08-17 03:12:00+00:00,SHORT,2597.58,2594.9824,19.248685,50.0,35.0,15.0,WIN,11725.0
116,ETHUSDT,2024-08-17 04:36:00+00:00,2024-08-17 04:38:00+00:00,LONG,2598.22,2600.8182,19.243944,50.0,35.0,15.0,WIN,11740.0
117,ETHUSDT,2024-08-17 06:54:00+00:00,2024-08-17 07:08:00+00:00,SHORT,2595.43,2592.8346,19.264631,50.0,35.0,15.0,WIN,11755.0
118,ETHUSDT,2024-08-17 08:35:00+00:00,2024-08-17 09:25:00+00:00,LONG,2598.86,2601.4589,19.239205,50.0,35.0,15.0,WIN,11770.0
119,ETHUSDT,2024-08-17 10:20:00+00:00,2024-08-17 10:56:00+00:00,SHORT,2597.57,2594.9724,19.248759,50.0,35.0,15.0,WIN,11785.0
120,ETHUSDT,2024-08-17 12:14:00+00:00,2024-08-17 12:33:00+00:00,LONG,2599.35,2601.9493,19.235578,50.0,35.0,15.0,WIN,11800.0
121,ETHUSDT,2024-08-17 14:24:00+00:00,2024-08-18 04:28:00+00:00,SHORT,2599.47,2596.8705,19.23469,50.0,35.0,15.0,WIN,11815.0
122,ETHUSDT,2024-08-18 07:12:00+00:00,2024-08-19 09:46:00+00:00,SHORT,2601.6,2598.9984,19.218942,50.0,35.0,15.0,WIN,11830.0
123,ETHUSDT,2024-08-19 11:59:00+00:00,2024-08-19 12:01:00+00:00,LONG,2587.48,2590.0675,19.323821,50.0,35.0,15.0,WIN,11845.0
124,ETHUSDT,2024-08-19 13:53:00+00:00,2024-08-19 13:58:00+00:00,SHORT,2571.34,2568.7687,19.445114,50.0,35.0,15.0,WIN,11860.0
125,ETHUSDT,2024-08-19 17:25:00+00:00,2024-08-19 17:27:00+00:00,LONG,2594.98,2597.575,19.267971,50.0,35.0,15.0,WIN,11875.0
126,ETHUSDT,2024-08-19 20:13:00+00:00,2024-08-20 14:36:00+00:00,SHORT,2603.21,2600.6068,19.207056,50.0,35.0,15.0,WIN,11890.0
127,ETHUSDT,2024-08-20 16:29:00+00:00,2024-08-20 16:30:00+00:00,LONG,2578.64,2581.2186,19.390066,50.0,35.0,15.0,WIN,11905.0
128,ETHUSDT,2024-08-20 20:57:00+00:00,2024-08-20 21:00:00+00:00,SHORT,2590.05,2587.46,19.304647,50.0,35.0,15.0,WIN,11920.0
129,ETHUSDT,2024-08-20 23:25:00+00:00,2024-08-20 23:26:00+00:00,SHORT,2578.67,2576.0913,19.38984,50.0,35.0,15.0,WIN,11935.0
130,ETHUSDT,2024-08-21 00:51:00+00:00,2024-08-21 02:01:00+00:00,LONG,2582.36,2584.9424,19.362134,50.0,35.0,15.0,WIN,11950.0
131,ETHUSDT,2024-08-21 03:40:00+00:00,2024-08-21 08:15:00+00:00,SHORT,2585.74,2583.1543,19.336824,50.0,35.0,15.0,WIN,11965.0
132,ETHUSDT,2024-08-21 10:31:00+00:00,2024-08-21 10:50:00+00:00,LONG,2582.67,2585.2527,19.35981,50.0,35.0,15.0,WIN,11980.0
133,ETHUSDT,2024-08-21 11:40:00+00:00,2024-08-21 11:45:00+00:00,SHORT,2579.79,2577.2102,19.381423,50.0,35.0,15.0,WIN,11995.0
134,ETHUSDT,2024-08-21 14:01:00+00:00,2024-08-21 14:01:00+00:00,LONG,2591.8,2594.3918,19.291612,50.0,35.0,15.0,WIN,12010.0
135,ETHUSDT,2024-08-21 17:21:00+00:00,2024-08-21 17:21:00+00:00,LONG,2615.2,2617.8152,19.118997,50.0,35.0,15.0,WIN,12025.0
136,ETHUSDT,2024-08-21 22:50:00+00:00,2024-08-21 23:01:00+00:00,SHORT,2630.76,2628.1292,19.005915,50.0,35.0,15.0,WIN,12040.0
137,ETHUSDT,2024-08-22 00:32:00+00:00,2024-08-22 00:34:00+00:00,LONG,2631.87,2634.5019,18.997899,50.0,35.0,15.0,WIN,12055.0
138,ETHUSDT,2024-08-22 01:42:00+00:00,2024-08-22 01:48:00+00:00,SHORT,2625.56,2622.9344,19.043556,50.0,35.0,15.0,WIN,12070.0
139,ETHUSDT,2024-08-22 04:14:00+00:00,2024-08-22 04:26:00+00:00,LONG,2614.81,2617.4248,19.121848,50.0,35.0,15.0,WIN,12085.0
140,ETHUSDT,2024-08-22 09:16:00+00:00,2024-08-22 09:51:00+00:00,SHORT,2625.7,2623.0743,19.042541,50.0,35.0,15.0,WIN,12100.0
141,ETHUSDT,2024-08-22 10:39:00+00:00,2024-08-22 10:41:00+00:00,LONG,2630.78,2633.4108,19.00577,50.0,35.0,15.0,WIN,12115.0
142,ETHUSDT,2024-08-22 16:25:00+00:00,2024-08-22 16:30:00+00:00,LONG,2607.21,2609.8172,19.177588,50.0,35.0,15.0,WIN,12130.0
143,ETHUSDT,2024-08-22 17:54:00+00:00,2024-08-22 19:35:00+00:00,SHORT,2602.49,2599.8875,19.21237,50.0,35.0,15.0,WIN,12145.0
144,ETHUSDT,2024-08-23 00:11:00+00:00,2024-08-23 00:20:00+00:00,LONG,2624.69,2627.3147,19.049869,50.0,35.0,15.0,WIN,12160.0
145,ETHUSDT,2024-08-23 02:04:00+00:00,2024-08-23 02:48:00+00:00,SHORT,2636.0,2633.364,18.968134,50.0,35.0,15.0,WIN,12175.0
146,ETHUSDT,2024-08-23 04:25:00+00:00,2024-08-23 05:01:00+00:00,LONG,2637.27,2639.9073,18.958999,50.0,35.0,15.0,WIN,12190.0
147,ETHUSDT,2024-08-23 07:31:00+00:00,2024-08-23 07:49:00+00:00,SHORT,2670.2,2667.5298,18.725189,50.0,35.0,15.0,WIN,12205.0
148,ETHUSDT,2024-08-23 09:17:00+00:00,2024-08-23 09:18:00+00:00,LONG,2673.89,2676.5639,18.699348,50.0,35.0,15.0,WIN,12220.0
149,ETHUSDT,2024-08-23 09:49:00+00:00,2024-08-23 09:51:00+00:00,SHORT,2666.79,2664.1232,18.749133,50.0,35.0,15.0,WIN,12235.0
150,ETHUSDT,2024-08-23 12:47:00+00:00,2024-08-23 12:48:00+00:00,LONG,2662.0,2664.662,18.78287,50.0,35.0,15.0,WIN,12250.0
151,ETHUSDT,2024-08-23 13:35:00+00:00,2024-08-23 14:48:00+00:00,SHORT,2649.41,2646.7606,18.872126,50.0,35.0,15.0,WIN,12265.0
152,ETHUSDT,2024-08-23 14:50:00+00:00,2024-08-23 14:51:00+00:00,SHORT,2635.15,2632.5148,18.974252,50.0,35.0,15.0,WIN,12280.0
153,ETHUSDT,2024-08-23 15:47:00+00:00,2024-08-23 17:08:00+00:00,LONG,2677.35,2680.0273,18.675183,50.0,35.0,15.0,WIN,12295.0
154,ETHUSDT,2024-08-23 23:09:00+00:00,2024-08-23 23:50:00+00:00,SHORT,2761.17,2758.4088,18.108266,50.0,35.0,15.0,WIN,12310.0
155,ETHUSDT,2024-08-24 03:38:00+00:00,2024-08-24 03:41:00+00:00,SHORT,2749.01,2746.261,18.188366,50.0,35.0,15.0,WIN,12325.0
156,ETHUSDT,2024-08-24 05:21:00+00:00,2024-08-24 05:21:00+00:00,LONG,2749.04,2751.789,18.188168,50.0,35.0,15.0,WIN,12340.0
157,ETHUSDT,2024-08-24 08:04:00+00:00,2024-08-24 12:06:00+00:00,SHORT,2755.18,2752.4248,18.147635,50.0,35.0,15.0,WIN,12355.0
158,ETHUSDT,2024-08-24 13:51:00+00:00,2024-08-24 14:13:00+00:00,SHORT,2755.06,2752.3049,18.148425,50.0,35.0,15.0,WIN,12370.0
159,ETHUSDT,2024-08-24 16:03:00+00:00,2024-08-24 16:09:00+00:00,LONG,2761.53,2764.2915,18.105905,50.0,35.0,15.0,WIN,12385.0
160,ETHUSDT,2024-08-24 19:24:00+00:00,2024-08-24 19:24:00+00:00,LONG,2795.06,2797.8551,17.888704,50.0,35.0,15.0,WIN,12400.0
161,ETHUSDT,2024-08-24 21:01:00+00:00,2024-08-24 21:04:00+00:00,SHORT,2787.54,2784.7525,17.936962,50.0,35.0,15.0,WIN,12415.0
162,ETHUSDT,2024-08-25 01:33:00+00:00,2024-08-25 01:39:00+00:00,SHORT,2755.04,2752.285,18.148557,50.0,35.0,15.0,WIN,12430.0
163,ETHUSDT,2024-08-25 03:37:00+00:00,2024-08-25 03:40:00+00:00,SHORT,2757.61,2754.8524,18.131643,50.0,35.0,15.0,WIN,12445.0
164,ETHUSDT,2024-08-25 04:46:00+00:00,2024-08-25 05:38:00+00:00,LONG,2765.98,2768.746,18.076776,50.0,35.0,15.0,WIN,12460.0
165,ETHUSDT,2024-08-25 06:05:00+00:00,2024-08-25 06:06:00+00:00,SHORT,2762.02,2759.258,18.102693,50.0,35.0,15.0,WIN,12475.0
166,ETHUSDT,2024-08-25 13:21:00+00:00,2024-08-25 13:24:00+00:00,LONG,2756.35,2759.1063,18.139931,50.0,35.0,15.0,WIN,12490.0
167,ETHUSDT,2024-08-25 15:36:00+00:00,2024-08-25 23:38:00+00:00,SHORT,2760.63,2757.8694,18.111808,50.0,35.0,15.0,WIN,12505.0
168,ETHUSDT,2024-08-26 01:35:00+00:00,2024-08-26 01:43:00+00:00,SHORT,2748.54,2745.7915,18.191476,50.0,35.0,15.0,WIN,12520.0
169,ETHUSDT,2024-08-26 05:30:00+00:00,2024-08-26 06:11:00+00:00,SHORT,2739.6,2736.8604,18.25084,50.0,35.0,15.0,WIN,12535.0
170,ETHUSDT,2024-08-26 08:19:00+00:00,2024-08-26 10:08:00+00:00,LONG,2741.99,2744.732,18.234932,50.0,35.0,15.0,WIN,12550.0
171,ETHUSDT,2024-08-26 12:32:00+00:00,2024-08-26 12:34:00+00:00,SHORT,2733.04,2730.307,18.294646,50.0,35.0,15.0,WIN,12565.0
172,ETHUSDT,2024-08-26 14:12:00+00:00,2024-08-26 14:15:00+00:00,SHORT,2715.44,2712.7246,18.413222,50.0,35.0,15.0,WIN,12580.0
173,ETHUSDT,2024-08-26 17:38:00+00:00,2024-08-26 17:39:00+00:00,SHORT,2713.19,2710.4768,18.428492,50.0,35.0,15.0,WIN,12595.0
174,ETHUSDT,2024-08-26 19:49:00+00:00,2024-08-26 19:56:00+00:00,SHORT,2682.79,2680.1072,18.637314,50.0,35.0,15.0,WIN,12610.0
175,ETHUSDT,2024-08-26 22:33:00+00:00,2024-08-26 23:23:00+00:00,LONG,2688.8,2691.4888,18.595656,50.0,35.0,15.0,WIN,12625.0
176,ETHUSDT,2024-08-27 00:26:00+00:00,2024-08-27 00:38:00+00:00,LONG,2689.19,2691.8792,18.592959,50.0,35.0,15.0,WIN,12640.0
177,ETHUSDT,2024-08-27 02:18:00+00:00,2024-08-27 05:16:00+00:00,LONG,2688.07,2690.7581,18.600706,50.0,35.0,15.0,WIN,12655.0
178,ETHUSDT,2024-08-27 06:33:00+00:00,2024-08-27 06:34:00+00:00,SHORT,2686.69,2684.0033,18.61026,50.0,35.0,15.0,WIN,12670.0
179,ETHUSDT,2024-08-27 08:01:00+00:00,2024-08-27 08:04:00+00:00,LONG,2687.36,2690.0474,18.60562,50.0,35.0,15.0,WIN,12685.0
180,ETHUSDT,2024-08-27 08:28:00+00:00,2024-08-27 09:41:00+00:00,SHORT,2675.19,2672.5148,18.690261,50.0,35.0,15.0,WIN,12700.0
181,ETHUSDT,2024-08-27 17:26:00+00:00,2024-08-27 17:28:00+00:00,LONG,2581.52,2584.1015,19.368434,50.0,35.0,15.0,WIN,12715.0
182,ETHUSDT,2024-08-27 17:56:00+00:00,2024-08-27 18:17:00+00:00,LONG,2583.84,2586.4238,19.351043,50.0,35.0,15.0,WIN,12730.0
183,ETHUSDT,2024-08-27 20:07:00+00:00,2024-08-27 20:15:00+00:00,SHORT,2576.65,2574.0734,19.405041,50.0,35.0,15.0,WIN,12745.0
184,ETHUSDT,2024-08-27 23:39:00+00:00,2024-08-27 23:40:00+00:00,LONG,2461.67,2464.1317,20.311415,50.0,35.0,15.0,WIN,12760.0
185,ETHUSDT,2024-08-28 00:17:00+00:00,2024-08-28 00:17:00+00:00,SHORT,2442.1,2439.6579,20.474182,50.0,35.0,15.0,WIN,12775.0
186,ETHUSDT,2024-08-28 02:21:00+00:00,2024-08-28 02:42:00+00:00,LONG,2446.99,2449.437,20.433267,50.0,35.0,15.0,WIN,12790.0
187,ETHUSDT,2024-08-28 08:57:00+00:00,2024-08-28 09:00:00+00:00,LONG,2461.88,2464.3419,20.309682,50.0,35.0,15.0,WIN,12805.0
188,ETHUSDT,2024-08-28 13:38:00+00:00,2024-08-28 13:39:00+00:00,SHORT,2519.56,2517.0404,19.844735,50.0,35.0,15.0,WIN,12820.0
189,ETHUSDT,2024-08-28 19:48:00+00:00,2024-08-28 19:59:00+00:00,SHORT,2511.6,2509.0884,19.907629,50.0,35.0,15.0,WIN,12835.0
190,ETHUSDT,2024-08-28 20:41:00+00:00,2024-08-28 20:54:00+00:00,LONG,2532.08,2534.6121,19.746611,50.0,35.0,15.0,WIN,12850.0
191,ETHUSDT,2024-08-28 22:21:00+00:00,2024-08-28 22:26:00+00:00,SHORT,2519.78,2517.2602,19.843002,50.0,35.0,15.0,WIN,12865.0
